locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_01035	CDS	2664	gyrA			DNA gyrase subunit A GyrA
NLJHNOKD_01036	CDS	1935	gyrB			DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
NLJHNOKD_01037	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
NLJHNOKD_01038	CDS	237				hypothetical protein
NLJHNOKD_01039	CDS	1134	dnaN			Beta sliding clamp
NLJHNOKD_01040	CDS	1362	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
NLJHNOKD_01041	CDS	138	rpmH		COG0230	Large ribosomal subunit protein bL34
NLJHNOKD_01042	CDS	348	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
NLJHNOKD_01043	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
NLJHNOKD_01044	CDS	1878	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
NLJHNOKD_01045	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
NLJHNOKD_01046	CDS	840	noc		COG1475	Nucleoid occlusion protein
NLJHNOKD_01047	CDS	354				hypothetical protein
NLJHNOKD_01048	CDS	396				hypothetical protein
NLJHNOKD_01049	CDS	570				hypothetical protein
NLJHNOKD_01050	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
NLJHNOKD_01051	CDS	192				hypothetical protein
NLJHNOKD_01052	CDS	498				hypothetical protein
NLJHNOKD_01053	CDS	537			COG2826	IS30 family transposase IS1252
NLJHNOKD_01054	CDS	192				hypothetical protein
NLJHNOKD_01055	CDS	1881	bceB_3		COG0577	Bacitracin export permease protein BceB
NLJHNOKD_01056	CDS	759	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
NLJHNOKD_01057	CDS	513				hypothetical protein
NLJHNOKD_01058	CDS	795	nhoA	2.3.1.118		Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
NLJHNOKD_01059	CDS	1017	nixA		COG3376	Nickel transporter NixA
NLJHNOKD_01060	CDS	576				hypothetical protein
NLJHNOKD_01061	CDS	909	rarD		COG2962	Protein RarD
NLJHNOKD_01062	CDS	1419	yflS		COG0471	Putative malate transporter YflS
NLJHNOKD_01063	CDS	465				hypothetical protein
NLJHNOKD_01064	CDS	639	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
NLJHNOKD_01065	CDS	957	trhO_1	1.14.-.-	COG1054	tRNA uridine(34) hydroxylase
NLJHNOKD_01066	CDS	975		3.1.1.-		Lactonase drp35
NLJHNOKD_01067	CDS	165				hypothetical protein
NLJHNOKD_01068	CDS	516				hypothetical protein
NLJHNOKD_01069	CDS	849		3.13.2.3	COG1912	(R)-S-adenosyl-L-methionine hydrolase
NLJHNOKD_01070	CDS	555				hypothetical protein
NLJHNOKD_01071	CDS	1713	ykoD_2	7.6.2.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
NLJHNOKD_01072	CDS	834	ykoC		COG0619	Putative HMP/thiamine permease protein YkoC
NLJHNOKD_01073	CDS	498				hypothetical protein
NLJHNOKD_01074	CDS	1125				hypothetical protein
NLJHNOKD_01075	CDS	819	hisZ			ATP phosphoribosyltransferase regulatory subunit
NLJHNOKD_01076	CDS	615	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
NLJHNOKD_01077	CDS	1251	hisD	1.1.1.23		Histidinol dehydrogenase
NLJHNOKD_01078	CDS	1014	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
NLJHNOKD_01079	CDS	579	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
NLJHNOKD_01080	CDS	579	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
NLJHNOKD_01081	CDS	705	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NLJHNOKD_01082	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
NLJHNOKD_01083	CDS	633	hisI			Histidine biosynthesis bifunctional protein HisIE
NLJHNOKD_01084	CDS	2046	lipA_2	3.1.1.3	COG1075	Lipase 1
NLJHNOKD_01085	CDS	1053	icaC		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
NLJHNOKD_01086	CDS	873	icaB	3.5.1.-		Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
NLJHNOKD_01087	CDS	306	icaD			Poly-beta-1,6-N-acetyl-D-glucosamine synthesis protein IcaD
NLJHNOKD_01088	CDS	1239	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
NLJHNOKD_01089	CDS	561	icaR			Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR
NLJHNOKD_01090	CDS	663	cap8A_2			Capsular polysaccharide type 8 biosynthesis protein cap8A
NLJHNOKD_01091	CDS	693	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
NLJHNOKD_01092	CDS	768	ywqE_2	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
NLJHNOKD_01093	CDS	501				hypothetical protein
NLJHNOKD_01094	CDS	477	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
NLJHNOKD_01095	CDS	612				hypothetical protein
NLJHNOKD_01096	CDS	360				hypothetical protein
NLJHNOKD_01097	CDS	303				hypothetical protein
NLJHNOKD_01098	CDS	429				hypothetical protein
NLJHNOKD_01099	CDS	693				hypothetical protein
NLJHNOKD_01100	CDS	6828	sraP			Serine-rich adhesin for platelets
NLJHNOKD_01101	CDS	1212	secY_1		COG0201	Protein translocase subunit SecY
NLJHNOKD_01102	CDS	1554	asp1			Accessory Sec system protein Asp1
NLJHNOKD_01103	CDS	1572	asp2			Accessory Sec system protein Asp2
NLJHNOKD_01104	CDS	960				hypothetical protein
NLJHNOKD_01105	CDS	2391	secA1_1	7.4.2.8	COG0653	Protein translocase subunit SecA 1
NLJHNOKD_01106	CDS	1509	gtfA_3	2.4.1.-	COG0438	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
NLJHNOKD_01107	CDS	1359	gtfB		COG0438	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
NLJHNOKD_01108	CDS	1896				hypothetical protein
NLJHNOKD_01109	CDS	561		3.5.1.59		N-carbamoylsarcosine amidase
NLJHNOKD_01110	CDS	1860			COG1705	N-acetylmuramoyl-L-alanine amidase domain-containing protein
NLJHNOKD_01111	CDS	2982				hypothetical protein
NLJHNOKD_01112	CDS	939	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
NLJHNOKD_01113	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
NLJHNOKD_01114	CDS	1875	manR		COG1762	Transcriptional regulator ManR
NLJHNOKD_01115	CDS	459				hypothetical protein
NLJHNOKD_01116	CDS	528	isaB			Immunodominant staphylococcal antigen B
NLJHNOKD_01117	CDS	1530	aur			zinc metalloproteinase aureolysin
NLJHNOKD_01118	CDS	450	argR_2			Arginine repressor
NLJHNOKD_01119	CDS	1236	arcA	3.5.3.6		Arginine deiminase
NLJHNOKD_01120	CDS	1011	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
NLJHNOKD_01121	CDS	1431	arcD			Arginine/ornithine antiporter
NLJHNOKD_01122	CDS	942	arcC2	2.7.2.2		Carbamate kinase 2
NLJHNOKD_01123	CDS	705	arcR			HTH-type transcriptional regulator ArcR
NLJHNOKD_01124	CDS	1065	salA		COG0489	Iron-sulfur cluster carrier protein
NLJHNOKD_01125	CDS	1443	lmrS			multidrug efflux MFS transporter LmrS
NLJHNOKD_01126	CDS	468	sepA			Multidrug resistance efflux pump SepA
NLJHNOKD_01127	CDS	1344	sdrM			Multidrug efflux pump SdrM
NLJHNOKD_01128	CDS	687				hypothetical protein
NLJHNOKD_01129	CDS	1188		2.7.7.-		putative uridylyltransferase
NLJHNOKD_01130	CDS	516	ydjM		COG1988	Inner membrane protein YdjM
NLJHNOKD_01131	CDS	261				hypothetical protein
NLJHNOKD_01132	CDS	1371				hypothetical protein
NLJHNOKD_01133	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
NLJHNOKD_01134	CDS	1032	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
NLJHNOKD_01135	CDS	984	yfmC_2		COG4594	Fe(3+)-citrate-binding protein YfmC
NLJHNOKD_01136	CDS	1071	orr	5.1.1.12	COG3457	Ornithine racemase
NLJHNOKD_01137	CDS	1758	sfnaB	6.3.2.57	COG4264	Staphyloferrin A synthase
NLJHNOKD_01138	CDS	1194				hypothetical protein
NLJHNOKD_01139	CDS	1977	sfnaD	6.3.2.58	COG4264	D-ornithine--citrate ligase
NLJHNOKD_01140	CDS	510				Alkaline shock protein 23
NLJHNOKD_01141	CDS	240				hypothetical protein
NLJHNOKD_01142	CDS	537				hypothetical protein
NLJHNOKD_01143	CDS	1563	opuD_3		COG1292	Glycine betaine transporter OpuD
NLJHNOKD_01144	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
NLJHNOKD_01145	CDS	1005	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
NLJHNOKD_01146	CDS	870				hypothetical protein
NLJHNOKD_01147	CDS	1413	lacG	3.2.1.85		6-phospho-beta-galactosidase
NLJHNOKD_01148	CDS	1713	lacE			PTS system lactose-specific EIICB component
NLJHNOKD_01149	CDS	312	lacF			PTS system lactose-specific EIIA component
NLJHNOKD_01150	CDS	981	lacD	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase
NLJHNOKD_01151	CDS	933	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
NLJHNOKD_01152	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
NLJHNOKD_01153	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
NLJHNOKD_01154	CDS	756	lacR			Lactose phosphotransferase system repressor
NLJHNOKD_01155	CDS	741	cobB	2.3.1.286		NAD-dependent protein deacetylase
NLJHNOKD_01156	CDS	201				hypothetical protein
NLJHNOKD_01157	CDS	849		1.1.1.-	COG0656	Aldo-keto reductase/MSMEI_2347
NLJHNOKD_01158	CDS	417	adhR		COG0789	HTH-type transcriptional regulator AdhR
NLJHNOKD_01159	CDS	2451		4.2.2.1	COG5492	Hyaluronate lyase
NLJHNOKD_01160	CDS	426	map_2			Protein map
NLJHNOKD_01161	CDS	705	aldC_2	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
NLJHNOKD_01162	CDS	690	alsS_1	2.2.1.6	COG0028	Acetolactate synthase
NLJHNOKD_01163	CDS	981	alsS_2	2.2.1.6	COG0028	Acetolactate synthase
NLJHNOKD_01164	CDS	528				hypothetical protein
NLJHNOKD_01165	CDS	345				hypothetical protein
NLJHNOKD_01166	CDS	888				hypothetical protein
NLJHNOKD_01167	CDS	4719				hypothetical protein
NLJHNOKD_01168	CDS	399	rpsI		COG0103	Small ribosomal subunit protein uS9
NLJHNOKD_01169	CDS	438	rplM		COG0102	Large ribosomal subunit protein uL13
NLJHNOKD_01170	CDS	804	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NLJHNOKD_01171	CDS	807	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
NLJHNOKD_01172	CDS	861	ecfA2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA2
NLJHNOKD_01173	CDS	810	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
NLJHNOKD_01174	CDS	369	rplQ		COG0203	Large ribosomal subunit protein bL17
NLJHNOKD_01175	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NLJHNOKD_01176	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
NLJHNOKD_01177	CDS	366	rpsM		COG0099	Small ribosomal subunit protein uS13
NLJHNOKD_01178	CDS	114	rpmJ		COG0257	Large ribosomal subunit protein bL36
NLJHNOKD_01179	CDS	219	infA		COG0361	Translation initiation factor IF-1
NLJHNOKD_01180	CDS	648	adk	2.7.4.3		Adenylate kinase
NLJHNOKD_01181	CDS	1293	secY_2			Protein translocase subunit SecY
NLJHNOKD_01182	CDS	441	rplO		COG0200	Large ribosomal subunit protein uL15
NLJHNOKD_01183	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
NLJHNOKD_01184	CDS	501	rpsE		COG0098	Small ribosomal subunit protein uS5
NLJHNOKD_01185	CDS	360	rplR		COG0256	Large ribosomal subunit protein uL18
NLJHNOKD_01186	CDS	537	rplF		COG0097	Large ribosomal subunit protein uL6
NLJHNOKD_01187	CDS	399	rpsH		COG0096	Small ribosomal subunit protein uS8
NLJHNOKD_01188	CDS	186	rpsZ			Small ribosomal subunit protein uS14B
NLJHNOKD_01189	CDS	540	rplE_1		COG0094	Large ribosomal subunit protein uL5
NLJHNOKD_01190	CDS	318	rplX		COG0198	Large ribosomal subunit protein uL24
NLJHNOKD_01191	CDS	369	rplN		COG0093	Large ribosomal subunit protein uL14
NLJHNOKD_01192	CDS	264	rpsQ		COG0186	Small ribosomal subunit protein uS17
NLJHNOKD_01193	CDS	210	rpmC		COG0255	Large ribosomal subunit protein uL29
NLJHNOKD_01194	CDS	435	rplP		COG0197	Large ribosomal subunit protein uL16
NLJHNOKD_01195	CDS	654	rpsC		COG0092	Small ribosomal subunit protein uS3
NLJHNOKD_01196	CDS	354	rplV		COG0091	Large ribosomal subunit protein uL22
NLJHNOKD_01197	CDS	279	rpsS		COG0185	Small ribosomal subunit protein uS19
NLJHNOKD_01198	CDS	834	rplB		COG0090	Large ribosomal subunit protein uL2
NLJHNOKD_01199	CDS	276	rplW		COG0089	Large ribosomal subunit protein uL23
NLJHNOKD_01200	CDS	624	rplD		COG0088	Large ribosomal subunit protein uL4
NLJHNOKD_01201	CDS	663	rplC_1		COG0087	Large ribosomal subunit protein uL3
NLJHNOKD_01202	CDS	309	rpsJ			Small ribosomal subunit protein uS10
NLJHNOKD_01203	CDS	390				hypothetical protein
NLJHNOKD_01204	CDS	1335	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
NLJHNOKD_01205	CDS	2136	topB	5.6.2.1	COG0550	DNA topoisomerase 3
NLJHNOKD_01206	CDS	888				hypothetical protein
NLJHNOKD_01207	CDS	864	glcU_1			putative glucose uptake protein GlcU
NLJHNOKD_01208	CDS	909				hypothetical protein
NLJHNOKD_01209	CDS	165				hypothetical protein
NLJHNOKD_01210	CDS	318				hypothetical protein
NLJHNOKD_01211	CDS	3168	acrB			multidrug efflux RND transporter permease subunit AcrB
NLJHNOKD_01212	CDS	1266	femX	2.3.2.16		Lipid II:glycine glycyltransferase
NLJHNOKD_01213	CDS	252				hypothetical protein
NLJHNOKD_01214	CDS	765				hypothetical protein
NLJHNOKD_01215	CDS	441				putative HTH-type transcriptional regulator
NLJHNOKD_01216	CDS	1212	yfcJ			putative MFS-type transporter YfcJ
NLJHNOKD_01217	CDS	351	sarV			HTH-type transcriptional regulator SarV
NLJHNOKD_01218	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
NLJHNOKD_01219	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
NLJHNOKD_01220	CDS	234	moaD			Molybdopterin synthase sulfur carrier subunit
NLJHNOKD_01221	CDS	447	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
NLJHNOKD_01222	CDS	486				hypothetical protein
NLJHNOKD_01223	CDS	1260	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
NLJHNOKD_01224	CDS	495	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
NLJHNOKD_01225	CDS	507	moaB			Molybdenum cofactor biosynthesis protein B
NLJHNOKD_01226	CDS	1005				hypothetical protein
NLJHNOKD_01227	CDS	606	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NLJHNOKD_01228	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
NLJHNOKD_01229	CDS	783	modA		COG0725	Molybdate-binding protein ModA
NLJHNOKD_01230	CDS	798	fdhD		COG1526	Sulfur carrier protein FdhD
NLJHNOKD_01231	CDS	771				hypothetical protein
NLJHNOKD_01232	CDS	555	bioY		COG1268	Biotin transporter BioY
NLJHNOKD_01233	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
NLJHNOKD_01234	CDS	129				hypothetical protein
NLJHNOKD_01235	CDS	909	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
NLJHNOKD_01236	CDS	1155	ydbM	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase YdbM
NLJHNOKD_01237	CDS	906			COG4413	Urea transporter
NLJHNOKD_01238	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
NLJHNOKD_01239	CDS	411	ureB	3.5.1.5	COG0832	Urease subunit beta
NLJHNOKD_01240	CDS	1716	ureC	3.5.1.5		Urease subunit alpha
NLJHNOKD_01241	CDS	453	ureE			Urease accessory protein UreE
NLJHNOKD_01242	CDS	690	ureF		COG0830	Urease accessory protein UreF
NLJHNOKD_01243	CDS	615	ureG			Urease accessory protein UreG
NLJHNOKD_01244	CDS	837	ureD1		COG0829	Urease accessory protein UreD
NLJHNOKD_01245	CDS	348	sarR		COG1846	HTH-type transcriptional regulator SarR
NLJHNOKD_01246	CDS	327				hypothetical protein
NLJHNOKD_01247	CDS	744				hypothetical protein
NLJHNOKD_01248	CDS	1956	rhaS_1			HTH-type transcriptional activator RhaS
NLJHNOKD_01249	CDS	810	ssaA2		COG3942	Staphylococcal secretory antigen ssaA2
NLJHNOKD_01250	CDS	1398	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
NLJHNOKD_01251	CDS	1083	odh	1.5.1.28		Opine dehydrogenase
NLJHNOKD_01252	CDS	423				hypothetical protein
NLJHNOKD_01253	CDS	492				hypothetical protein
NLJHNOKD_01254	CDS	954		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
NLJHNOKD_01255	CDS	1125	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
NLJHNOKD_01256	CDS	777	atl_2			Bifunctional autolysin
NLJHNOKD_01257	CDS	234				hypothetical protein
NLJHNOKD_01258	CDS	474				hypothetical protein
NLJHNOKD_01259	CDS	2955		1.17.1.9		Putative formate dehydrogenase
NLJHNOKD_01260	CDS	948	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
NLJHNOKD_01261	CDS	798	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
NLJHNOKD_01262	CDS	693				hypothetical protein
NLJHNOKD_01263	CDS	1638	aimA		COG0531	Glutamate/serine transporter AimA
NLJHNOKD_01264	CDS	576				hypothetical protein
NLJHNOKD_01265	CDS	1227	opuCA	7.6.2.9		Carnitine transport ATP-binding protein OpuCA
NLJHNOKD_01266	CDS	636	opuCB			Carnitine transport permease protein OpuCB
NLJHNOKD_01267	CDS	942	opuCC			Carnitine transport binding protein OpuCC
NLJHNOKD_01268	CDS	696	opuCD			Carnitine transport permease protein OpuCD
NLJHNOKD_01269	CDS	1401	norB_1		COG0477	Quinolone resistance protein NorB
NLJHNOKD_01270	CDS	936	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NLJHNOKD_01271	CDS	852	avaA7	1.-.-.-		3-diazoavenalumate denitrifying reductase
NLJHNOKD_01272	CDS	1497	flp			Protein flp
NLJHNOKD_01273	CDS	1830	kimA		COG0531	Potassium transporter KimA
NLJHNOKD_01274	CDS	2079	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
NLJHNOKD_01275	CDS	1410	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
NLJHNOKD_01276	CDS	807				hypothetical protein
NLJHNOKD_01277	CDS	657				hypothetical protein
NLJHNOKD_01278	CDS	474				hypothetical protein
NLJHNOKD_01279	CDS	1212	bcr_1		COG2814	Bicyclomycin resistance protein
NLJHNOKD_01280	CDS	660				hypothetical protein
NLJHNOKD_01281	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
NLJHNOKD_01282	CDS	387				hypothetical protein
NLJHNOKD_01283	CDS	1764	irtA	7.2.2.-	COG1132	Mycobactin import ATP-binding/permease protein IrtA
NLJHNOKD_01284	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
NLJHNOKD_01285	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
NLJHNOKD_01286	CDS	1359	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
NLJHNOKD_01287	CDS	1008	bioB	2.8.1.6		Biotin synthase
NLJHNOKD_01288	CDS	1116		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
NLJHNOKD_01289	CDS	693	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
NLJHNOKD_01290	CDS	468				hypothetical protein
NLJHNOKD_01291	CDS	978	hlgB			Gamma-hemolysin component B
NLJHNOKD_01292	CDS	948	hlgC			Gamma-hemolysin component C
NLJHNOKD_01293	CDS	966	hlgA			Gamma-hemolysin component A
NLJHNOKD_01294	CDS	1314	sbi			Immunoglobulin-binding protein Sbi
NLJHNOKD_01295	CDS	867	mneS		COG0053	Manganese efflux system protein MneS
NLJHNOKD_01296	CDS	687	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NLJHNOKD_01297	CDS	105				hypothetical protein
NLJHNOKD_01298	CDS	1440	mdtP		COG0477	Multidrug transporter protein MdtP
NLJHNOKD_01299	CDS	780			COG0834	putative amino-acid ABC transporter-binding protein
NLJHNOKD_01300	CDS	729	tcyB		COG0765	L-cystine transport system permease protein TcyB
NLJHNOKD_01301	CDS	732	tcyC_1	7.4.2.-	COG1126	L-cystine import ATP-binding protein TcyC
NLJHNOKD_01302	CDS	1251	femA_2	2.3.2.17	COG2348	Aminoacyltransferase FemA
NLJHNOKD_01303	CDS	363				hypothetical protein
NLJHNOKD_01304	CDS	600	bdbD		COG1651	Disulfide bond formation protein D
NLJHNOKD_01305	CDS	252	yefM		COG2161	Antitoxin YefM
NLJHNOKD_01306	CDS	267	yoeB	3.1.-.-	COG4115	Toxin YoeB
NLJHNOKD_01307	CDS	1548	adcA		COG0803	Zinc-binding lipoprotein AdcA
NLJHNOKD_01308	CDS	468				hypothetical protein
NLJHNOKD_01309	CDS	183				hypothetical protein
NLJHNOKD_01310	CDS	825	nirC		COG2116	Nitrite transporter NirC
NLJHNOKD_01311	CDS	537	snaA	2.3.1.80	COG0454	S-alkylcysteine N-acetyltransferase
NLJHNOKD_01312	CDS	732	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
NLJHNOKD_01313	CDS	2406	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
NLJHNOKD_01314	CDS	315	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
NLJHNOKD_01315	CDS	978	cysG	4.99.1.4		Siroheme synthase
NLJHNOKD_01316	CDS	3690	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
NLJHNOKD_01317	CDS	1560	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
NLJHNOKD_01318	CDS	576				hypothetical protein
NLJHNOKD_01319	CDS	678	narX			Nitrate reductase-like protein NarX
NLJHNOKD_01320	CDS	453				hypothetical protein
NLJHNOKD_01321	CDS	1035	nreB	2.7.13.3	COG4585	Oxygen sensor histidine kinase NreB
NLJHNOKD_01322	CDS	654	nreC		COG2197	Oxygen regulatory protein NreC
NLJHNOKD_01323	CDS	1170	narT		COG2223	putative nitrate transporter NarT
NLJHNOKD_01324	CDS	423				Acid shock protein
NLJHNOKD_01325	CDS	447	sarZ		COG1846	HTH-type transcriptional regulator SarZ
NLJHNOKD_01326	CDS	366				hypothetical protein
NLJHNOKD_01327	CDS	1278	gltT			Proton/sodium-glutamate symport protein
NLJHNOKD_01328	CDS	357				hypothetical protein
NLJHNOKD_01329	CDS	423	ydaG		COG3871	General stress protein 26
NLJHNOKD_01330	CDS	2106				hypothetical protein
NLJHNOKD_01331	CDS	384				hypothetical protein
NLJHNOKD_01332	CDS	1443	treP_1		COG1263	PTS system trehalose-specific EIIBC component
NLJHNOKD_01333	CDS	945				hypothetical protein
NLJHNOKD_01334	CDS	624				hypothetical protein
NLJHNOKD_01335	CDS	1278				hypothetical protein
NLJHNOKD_01336	CDS	432				hypothetical protein
NLJHNOKD_01337	CDS	1035		1.18.1.2		Ferredoxin--NADP reductase
NLJHNOKD_01338	CDS	402				hypothetical protein
NLJHNOKD_01339	CDS	1005	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
NLJHNOKD_01340	CDS	516	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
NLJHNOKD_01341	CDS	630				putative lipoprotein
NLJHNOKD_01342	CDS	1674				hypothetical protein
NLJHNOKD_01343	CDS	1599	lctP_1		COG1620	L-lactate permease
NLJHNOKD_01344	CDS	1479	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
NLJHNOKD_01345	CDS	456				hypothetical protein
NLJHNOKD_01346	CDS	444				putative HTH-type transcriptional regulator
NLJHNOKD_01347	CDS	1374	hssS	2.7.13.3		Heme sensor protein HssS
NLJHNOKD_01348	CDS	675	hssR			Heme response regulator HssR
NLJHNOKD_01349	CDS	1056			COG0577	putative ABC transporter permease
NLJHNOKD_01350	CDS	666	hrtA_1	7.6.2.-		Putative hemin import ATP-binding protein HrtA
NLJHNOKD_01351	CDS	969				hypothetical protein
NLJHNOKD_01352	CDS	456	tcaR			HTH-type transcriptional regulator TcaR
NLJHNOKD_01353	CDS	1383	tcaA		COG4640	Membrane-associated protein TcaA
NLJHNOKD_01354	CDS	1209	bcr_2		COG2814	Bicyclomycin resistance protein
NLJHNOKD_01355	CDS	552				hypothetical protein
NLJHNOKD_01356	CDS	648	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
NLJHNOKD_01357	CDS	1932	mdtD			Putative multidrug resistance protein MdtD
NLJHNOKD_01358	CDS	639				hypothetical protein
NLJHNOKD_01359	CDS	921				hypothetical protein
NLJHNOKD_01360	CDS	420				hypothetical protein
NLJHNOKD_01361	CDS	492	cdhB	3.1.2.33		Betainyl-CoA thioesterase
NLJHNOKD_01362	CDS	948	zntB			Zinc transport protein ZntB
NLJHNOKD_01363	CDS	1050	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
NLJHNOKD_01364	CDS	1209	gltS		COG0786	Sodium/glutamate symporter
NLJHNOKD_01365	CDS	609		3.2.2.-		Putative 3-methyladenine DNA glycosylase
NLJHNOKD_01366	CDS	621	yhaI		COG3152	Inner membrane protein YhaI
NLJHNOKD_01367	CDS	900	lnrL_2	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
NLJHNOKD_01368	CDS	1233	yhaP		COG1668	putative protein YhaP
NLJHNOKD_01369	CDS	327				hypothetical protein
NLJHNOKD_01370	CDS	1020	mro	5.1.3.3		Aldose 1-epimerase
NLJHNOKD_01371	CDS	654	yiiM		COG2258	Protein YiiM
NLJHNOKD_01372	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
NLJHNOKD_01373	CDS	1260	lyrA		COG1266	Lysostaphin resistance protein A
